EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AvgSatisfaction,SatGroup,AttrRisk,AttrReason,Recommendations
RM1381,35,26-35,False,Travel_Rarely,Sales,18,4,Medical,2,Male,3,2,Sales Executive,1,Married,5561,5k-10k,0,False,16,3,4,1,6,2,1,5,3,0,4,2.0,Low,True,Рівень посади: 2; Стаж на посаді: 3; Задоволеність: 2.0; Наявність понаднормової праці: False,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM1012,36,36-45,False,Travel_Rarely,Sales,3,4,Marketing,1,Female,3,2,Sales Executive,2,Single,9278,5k-10k,3,True,16,3,4,0,15,3,3,5,4,0,1,2.5,Medium,False,,
RM116,37,36-45,False,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,3,3,Sales Executive,4,Single,7428,5k-10k,2,False,12,3,1,0,12,3,3,5,3,1,3,2.8,Medium,False,,
RM274,37,36-45,False,Travel_Rarely,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,Married,6502,5k-10k,4,False,14,3,2,1,7,5,4,5,4,0,1,3.2,High,False,,
RM1277,37,36-45,False,Travel_Rarely,Sales,9,2,Marketing,2,Male,2,2,Sales Executive,2,Married,4189,Upto 5k,1,False,14,3,1,2,5,2,3,5,2,0,3,2.0,Low,True,Рівень посади: 2; Стаж на посаді: 2; Задоволеність: 2.0; Наявність понаднормової праці: False,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM704,38,36-45,False,Non-Travel,Sales,10,3,Technical Degree,3,Female,3,2,Sales Executive,4,Single,5666,5k-10k,1,True,13,3,2,0,6,1,3,5,3,1,3,3.0,Medium,True,Рівень посади: 2; Стаж на посаді: 3; Задоволеність: 3.0; Наявність понаднормової праці: True,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM987,39,36-45,False,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,2,Sales Executive,4,Married,6120,5k-10k,3,True,12,3,4,2,8,2,4,5,4,1,4,3.2,High,False,,
RM388,40,36-45,False,Travel_Rarely,Sales,2,2,Marketing,4,Female,3,2,Sales Executive,2,Divorced,5715,5k-10k,7,False,12,3,3,2,8,5,3,5,4,1,3,3.0,Medium,False,,
RM885,40,36-45,False,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,5k-10k,7,False,12,3,2,1,7,2,4,5,1,1,3,2.5,Medium,False,,
RM947,40,36-45,True,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,Single,9094,5k-10k,2,True,12,3,3,0,9,2,3,5,4,1,0,3.0,Medium,False,,
RM1133,40,36-45,False,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,3,2,Sales Executive,1,Married,4639,Upto 5k,1,False,15,3,3,1,5,2,3,5,4,1,2,2.8,Medium,False,,
RM1357,41,36-45,False,Travel_Rarely,Sales,8,3,Marketing,3,Female,3,2,Sales Executive,2,Married,4393,Upto 5k,5,False,21,4,3,1,14,3,3,5,4,1,4,2.8,Medium,False,,
RM1449,41,36-45,False,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,2,2,Sales Executive,2,Divorced,8938,5k-10k,2,False,11,3,3,1,14,5,3,5,4,0,4,2.8,Medium,False,,
RM673,42,36-45,False,Travel_Rarely,Sales,14,2,Medical,3,Female,2,2,Sales Executive,3,Single,6244,5k-10k,7,False,17,3,1,0,10,6,3,5,4,0,3,2.5,Medium,False,,
RM175,45,36-45,False,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,2,Sales Executive,1,Divorced,5006,5k-10k,4,True,11,3,1,1,9,3,4,5,4,0,3,2.2,Medium,False,,
RM626,45,36-45,False,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,10761,10k-15k,4,True,12,3,3,1,18,2,3,5,4,0,2,2.8,Medium,False,,
RM1455,45,36-45,False,Travel_Rarely,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,4850,Upto 5k,8,False,15,3,3,0,8,3,3,5,3,0,1,3.2,High,False,,
RM567,47,46-55,True,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,6397,5k-10k,4,True,12,3,4,0,8,2,3,5,4,1,3,3.0,Medium,False,,
RM1068,47,46-55,False,Travel_Rarely,Sales,14,3,Medical,3,Female,3,2,Sales Executive,3,Married,4591,Upto 5k,3,True,17,3,3,1,11,4,2,5,4,1,2,2.8,Medium,False,,
RM1255,49,46-55,False,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,2,Sales Executive,4,Single,4507,Upto 5k,3,False,12,3,3,0,8,1,4,5,1,0,4,3.8,High,False,,
RM625,53,46-55,False,Travel_Rarely,Sales,7,2,Marketing,1,Female,2,3,Sales Executive,4,Married,10934,10k-15k,7,True,18,3,4,1,35,3,3,5,2,0,4,3.0,Medium,False,,
RM415,24,18-25,True,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,3202,Upto 5k,1,True,16,3,2,0,6,4,3,5,3,1,4,2.0,Low,False,,
RM1101,35,26-35,False,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,2,1,Sales Representative,3,Married,2430,Upto 5k,0,False,23,4,1,2,6,5,3,5,3,4,2,2.2,Medium,False,,
RM022,36,36-45,True,Travel_Rarely,Sales,9,4,Life Sciences,3,Male,2,1,Sales Representative,1,Single,3407,Upto 5k,7,False,23,4,2,0,10,4,3,5,3,0,3,2.2,Medium,False,,
RM649,37,36-45,False,Travel_Frequently,Sales,21,2,Medical,3,Female,3,1,Sales Representative,4,Married,2973,Upto 5k,5,False,15,3,2,1,10,3,3,5,4,0,0,3.0,Medium,False,,
RM268,25,18-25,False,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,4000,Upto 5k,1,False,12,3,4,2,6,2,3,6,3,1,5,2.5,Medium,False,,
RM904,29,26-35,False,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,6623,5k-10k,1,True,11,3,2,2,6,2,3,6,0,1,0,3.0,Medium,False,,
RM1126,29,26-35,False,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Divorced,8853,5k-10k,1,False,19,3,4,1,6,0,4,6,4,1,3,3.2,High,False,,
RM896,31,26-35,False,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,5k-10k,1,True,12,3,4,0,6,2,2,6,5,0,1,2.5,Medium,False,,
RM716,33,26-35,False,Travel_Frequently,Research & Development,1,4,Other,3,Female,4,2,Healthcare Representative,2,Married,5488,5k-10k,1,True,13,3,1,1,6,2,3,6,5,1,2,2.2,Medium,False,,
RM795,34,26-35,False,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,7756,5k-10k,0,False,17,3,3,0,7,1,2,6,2,0,4,2.5,Medium,False,,
RM833,37,36-45,False,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,5k-10k,7,False,13,3,3,2,9,2,3,6,2,1,3,3.2,High,False,,
RM993,39,36-45,False,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,10920,10k-15k,3,False,21,4,2,1,13,2,3,6,4,0,5,2.8,Medium,False,,
RM414,42,36-45,False,Travel_Frequently,Research & Development,28,4,Technical Degree,4,Female,2,2,Healthcare Representative,4,Married,4523,Upto 5k,0,False,11,3,4,3,7,4,4,6,5,0,4,4.0,High,False,,
RM675,58,55+,False,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,2,3,Healthcare Representative,2,Divorced,10552,10k-15k,2,True,13,3,4,1,24,3,3,6,0,0,4,3.0,Medium,False,,
RM1108,38,36-45,False,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,3,2,Human Resources,3,Married,6077,5k-10k,3,False,11,3,3,0,10,2,3,6,3,1,2,3.0,Medium,False,,
RM1401,38,36-45,False,Travel_Frequently,Human Resources,1,4,Other,4,Male,3,1,Human Resources,2,Married,2991,Upto 5k,0,True,11,3,2,1,7,2,3,6,2,1,2,2.8,Medium,False,,
RM760,45,36-45,False,Travel_Rarely,Human Resources,24,4,Medical,2,Male,3,1,Human Resources,2,Single,2177,Upto 5k,1,False,16,3,1,0,6,3,3,6,3,0,4,2.0,Low,False,,
RM480,24,18-25,True,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,3,1,Laboratory Technician,3,Married,2886,Upto 5k,1,True,16,3,4,1,6,4,3,6,3,1,2,2.8,Medium,False,,
RM1231,24,18-25,False,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,1,Laboratory Technician,1,Divorced,3907,Upto 5k,1,False,13,3,2,3,6,2,4,6,2,1,2,2.2,Medium,False,,
RM869,28,26-35,False,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,Upto 5k,1,False,12,3,3,3,6,2,3,6,5,3,3,2.8,Medium,False,,
RM263,32,26-35,False,Travel_Rarely,Research & Development,2,1,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,2176,Upto 5k,4,False,13,3,4,0,9,5,3,6,2,0,4,3.0,Medium,False,,
RM1427,32,26-35,False,Travel_Rarely,Research & Development,29,4,Life Sciences,3,Female,2,1,Laboratory Technician,2,Single,2837,Upto 5k,1,False,13,3,3,0,6,3,3,6,2,4,1,2.8,Medium,False,,
RM197,35,26-35,False,Travel_Frequently,Research & Development,2,3,Medical,2,Female,3,2,Laboratory Technician,2,Single,4425,Upto 5k,5,False,11,3,4,0,10,5,3,6,2,1,2,2.8,Medium,False,,
RM1023,37,36-45,False,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,3500,Upto 5k,0,False,14,3,1,0,7,2,1,6,5,1,3,2.0,Low,False,,
RM1257,38,36-45,False,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,1,Laboratory Technician,2,Married,2468,Upto 5k,4,False,14,3,2,1,9,4,2,6,1,0,5,2.2,Medium,False,,
RM1134,43,36-45,False,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,4,1,Laboratory Technician,2,Divorced,4876,Upto 5k,5,False,12,3,3,1,8,0,3,6,4,0,2,3.0,Medium,False,,
RM1438,39,36-45,False,Non-Travel,Research & Development,9,3,Life Sciences,4,Male,3,5,Manager,4,Single,19431,15k+,2,False,13,3,3,0,21,3,2,6,0,1,3,3.2,High,False,,
RM759,59,55+,False,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,3,3,Manager,4,Married,11904,10k-15k,3,True,14,3,3,1,14,1,1,6,4,0,4,2.5,Medium,False,,
RM279,26,26-35,False,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,6397,5k-10k,1,False,20,4,1,1,6,6,1,6,5,1,4,1.8,Low,False,,
RM1468,27,26-35,False,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Male,4,2,Manufacturing Director,2,Married,6142,5k-10k,1,True,20,4,2,1,6,0,3,6,2,0,3,2.2,Medium,False,,
RM783,30,26-35,False,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,Married,9957,5k-10k,0,False,15,3,3,1,7,1,2,6,2,0,2,2.2,Medium,False,,
RM067,36,36-45,False,Travel_Frequently,Research & Development,11,3,Life Sciences,2,Male,2,2,Manufacturing Director,2,Single,6499,5k-10k,1,False,13,3,3,0,6,3,3,6,5,0,3,2.5,Medium,False,,
RM341,37,36-45,False,Travel_Rarely,Research & Development,5,2,Medical,4,Male,3,2,Manufacturing Director,4,Divorced,6347,5k-10k,7,False,16,3,3,2,8,2,2,6,2,0,4,3.2,High,False,,
RM465,37,36-45,False,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,7491,5k-10k,4,False,17,3,4,0,12,3,4,6,5,1,2,3.5,High,False,,
RM473,37,36-45,False,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,2,Manufacturing Director,2,Married,6447,5k-10k,6,False,12,3,2,1,8,2,2,6,5,4,3,2.0,Low,False,,
RM878,46,46-55,False,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,5k-10k,2,False,11,3,3,1,12,3,2,6,3,1,4,3.2,High,False,,
RM086,56,55+,False,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,1,3,Manufacturing Director,4,Single,7260,5k-10k,4,False,11,3,1,0,37,3,2,6,4,0,2,2.8,Medium,False,,
RM456,33,26-35,False,Travel_Rarely,Research & Development,1,5,Medical,1,Female,4,4,Research Director,3,Divorced,16184,15k+,4,False,19,3,3,1,10,2,3,6,1,0,5,2.5,Medium,False,,
RM475,24,18-25,False,Travel_Rarely,Research & Development,23,3,Medical,2,Male,4,1,Research Scientist,4,Married,2725,Upto 5k,1,True,11,3,2,2,6,3,3,6,5,1,4,2.8,Medium,False,,
RM1169,24,18-25,False,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,3,1,Research Scientist,4,Single,3760,Upto 5k,1,True,13,3,3,0,6,2,3,6,3,1,3,2.8,Medium,False,,
RM383,26,26-35,True,Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,3,1,Research Scientist,1,Single,3102,Upto 5k,0,False,22,4,3,0,7,2,3,6,4,0,4,2.5,Medium,False,,
RM1249,27,26-35,False,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,1,Research Scientist,4,Single,3445,Upto 5k,1,False,11,3,3,0,6,5,2,6,2,1,4,3.0,Medium,False,,
RM218,29,26-35,True,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,3,Single,2058,Upto 5k,0,False,14,3,4,0,7,1,2,6,2,1,5,3.0,Medium,False,,
RM253,29,26-35,False,Travel_Rarely,Research & Development,15,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2340,Upto 5k,1,False,19,3,1,0,6,1,3,6,5,1,,2.8,Medium,False,,
RM1142,30,26-35,False,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,1,Research Scientist,2,Married,2141,Upto 5k,1,False,12,3,2,1,6,3,2,6,4,1,1,2.0,Low,False,,
RM645,31,26-35,False,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2356,Upto 5k,3,True,19,3,2,1,8,2,3,6,4,0,2,3.2,High,False,,
RM017,32,26-35,False,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,4,1,Research Scientist,2,Divorced,3298,Upto 5k,0,True,12,3,4,2,7,5,2,6,2,0,5,2.2,Medium,False,,
RM501,32,26-35,False,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,3,2,Research Scientist,4,Married,6322,5k-10k,1,True,12,3,4,1,6,2,2,6,4,0,5,2.8,Medium,False,,
RM1114,32,26-35,False,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,3,2,Research Scientist,1,Married,4087,Upto 5k,4,False,14,3,2,1,9,3,2,6,5,1,2,2.2,Medium,False,,
RM482,34,26-35,False,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,1,Research Scientist,4,Married,3622,Upto 5k,1,True,13,3,4,1,6,3,3,6,5,1,3,3.2,High,False,,
RM580,34,26-35,False,Travel_Rarely,Research & Development,2,4,Medical,3,Female,2,1,Research Scientist,1,Single,4381,Upto 5k,1,False,11,3,3,0,6,3,3,6,5,1,3,2.5,Medium,False,,
RM082,35,26-35,False,Travel_Rarely,Research & Development,1,3,Medical,2,Male,2,1,Research Scientist,3,Single,2859,Upto 5k,1,False,18,3,1,0,6,3,3,6,4,0,4,2.2,Medium,False,,
RM621,35,26-35,False,Travel_Rarely,Research & Development,27,1,Medical,3,Female,2,1,Research Scientist,1,Single,2559,Upto 5k,1,False,11,3,4,0,6,3,2,6,5,1,1,2.5,Medium,False,,
RM681,36,36-45,False,Travel_Rarely,Research & Development,7,4,Other,2,Male,3,1,Research Scientist,4,Single,4678,Upto 5k,2,False,18,3,3,0,8,6,3,6,2,0,1,3.0,Medium,False,,
RM990,37,36-45,False,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,2996,Upto 5k,7,True,15,3,4,0,8,2,3,6,4,1,3,3.2,High,False,,
RM989,41,36-45,False,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,5467,5k-10k,3,True,14,3,1,2,12,4,2,6,2,3,3,2.8,Medium,False,,
RM1321,42,36-45,False,Non-Travel,Research & Development,10,4,Technical Degree,3,Male,3,1,Research Scientist,3,Married,2936,Upto 5k,3,False,22,4,2,2,10,1,2,6,3,3,3,2.5,Medium,False,,
RM858,44,36-45,True,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,Upto 5k,1,True,11,3,3,0,6,4,3,6,4,0,2,3.0,Medium,False,,
RM142,45,36-45,False,Travel_Rarely,Research & Development,29,3,Medical,3,Male,3,1,Research Scientist,4,Single,3452,Upto 5k,5,False,13,3,2,0,9,2,2,6,5,0,,2.8,Medium,False,,
RM1021,47,46-55,False,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Research Scientist,4,Married,3420,Upto 5k,7,False,12,3,3,1,17,2,2,6,5,1,2,2.5,Medium,False,,
RM108,25,18-25,True,Travel_Rarely,Sales,5,3,Marketing,3,Male,2,2,Sales Executive,3,Single,5744,5k-10k,1,True,11,3,4,0,6,1,3,6,4,0,3,3.2,High,False,,
RM564,25,18-25,False,Travel_Rarely,Sales,26,1,Medical,3,Female,3,2,Sales Executive,4,Single,6180,5k-10k,1,False,23,4,2,0,6,5,2,6,5,1,4,2.8,Medium,False,,
RM522,27,26-35,False,Travel_Frequently,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,4647,Upto 5k,1,True,20,4,2,2,6,3,3,6,5,0,4,3.2,High,False,,
RM975,27,26-35,False,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,5071,5k-10k,3,False,20,4,2,0,8,3,3,6,2,0,0,3.2,High,False,,
RM997,27,26-35,False,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,2,Sales Executive,4,Married,5769,5k-10k,1,True,11,3,4,0,6,3,3,6,2,4,4,3.8,High,True,Рівень посади: 2; Стаж на посаді: 2; Задоволеність: 3.8; Наявність понаднормової праці: True,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM508,29,26-35,False,Travel_Rarely,Sales,3,2,Medical,2,Female,3,2,Sales Executive,3,Married,5561,5k-10k,1,False,14,3,1,1,6,5,2,6,0,1,2,2.0,Low,False,,
RM217,30,26-35,True,Travel_Frequently,Sales,26,4,Marketing,3,Female,2,2,Sales Executive,1,Single,6696,5k-10k,5,False,15,3,3,0,9,5,2,6,3,0,1,2.2,Medium,False,,
RM451,31,26-35,False,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6582,5k-10k,4,True,13,3,3,0,10,2,4,6,5,0,5,3.2,High,False,,
RM1190,33,26-35,False,Travel_Rarely,Sales,2,4,Medical,4,Male,3,2,Sales Executive,4,Divorced,5505,5k-10k,1,False,14,3,3,2,6,5,3,6,2,0,4,3.5,High,False,,
RM1199,33,26-35,False,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,2,Sales Executive,4,Divorced,5368,5k-10k,1,True,25,4,3,1,7,2,3,6,5,1,2,3.2,High,False,,
RM568,34,26-35,False,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,4,Single,6274,5k-10k,1,False,22,4,3,0,6,5,3,6,5,1,4,3.5,High,False,,
RM835,34,26-35,False,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5714,5k-10k,1,False,20,4,1,0,6,3,2,6,5,1,3,2.0,Low,False,,
RM1454,36,36-45,False,Travel_Rarely,Sales,11,4,Marketing,2,Female,2,2,Sales Executive,4,Married,6652,5k-10k,4,False,13,3,1,1,8,2,2,6,3,0,0,2.2,Medium,True,Рівень посади: 2; Стаж на посаді: 3; Задоволеність: 2.2; Наявність понаднормової праці: False,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM1212,37,36-45,False,Travel_Frequently,Sales,1,4,Medical,3,Male,1,2,Sales Executive,4,Divorced,9525,5k-10k,1,False,14,3,3,2,6,2,2,6,3,1,3,3.0,Medium,False,,
RM369,40,36-45,True,Travel_Rarely,Sales,22,2,Marketing,3,Male,2,2,Sales Executive,3,Married,6380,5k-10k,2,True,12,3,1,2,8,6,3,6,4,1,0,2.5,Medium,False,,
RM001,41,36-45,True,Travel_Rarely,Sales,1,2,Life Sciences,2,Female,3,2,Sales Executive,4,Single,5993,5k-10k,8,True,11,3,1,0,8,0,1,6,4,0,5,2.0,Low,False,,
RM840,42,36-45,False,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,2,Sales Executive,1,Single,5155,5k-10k,7,False,13,3,4,0,9,3,4,6,4,1,5,2.8,Medium,False,,
RM1453,50,46-55,True,Travel_Frequently,Sales,1,4,Life Sciences,2,Male,3,2,Sales Executive,3,Divorced,6728,5k-10k,7,False,12,3,4,2,12,3,3,6,3,0,1,3.0,Medium,False,,
RM220,54,46-55,False,Travel_Rarely,Sales,3,3,Marketing,4,Female,3,2,Sales Executive,1,Married,5940,5k-10k,2,False,14,3,4,1,16,4,3,6,2,0,5,3.0,Medium,False,,
RM898,59,55+,False,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5171,5k-10k,5,False,17,3,4,0,13,2,3,6,1,0,5,3.5,High,False,,
RM555,27,26-35,False,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,6811,5k-10k,8,False,19,3,1,0,9,2,1,7,6,0,7,1.8,Low,False,,
RM1091,29,26-35,False,Travel_Rarely,Research & Development,8,1,Other,3,Female,1,2,Healthcare Representative,1,Married,9715,5k-10k,3,False,13,3,3,1,9,3,3,7,7,0,7,2.5,Medium,False,,
RM1325,29,26-35,False,Travel_Rarely,Research & Development,29,1,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,6384,5k-10k,8,False,17,3,4,2,11,3,3,7,0,1,6,3.5,High,False,,
RM1260,30,26-35,False,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,4,2,Healthcare Representative,3,Married,5294,5k-10k,3,False,16,3,3,1,10,3,3,7,0,1,7,3.0,Medium,False,,
RM010,36,36-45,False,Travel_Rarely,Research & Development,27,3,Medical,3,Male,3,2,Healthcare Representative,3,Married,5237,5k-10k,6,False,13,3,2,2,17,3,2,7,7,7,7,2.5,Medium,False,,
RM943,36,36-45,False,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,7094,5k-10k,3,False,12,3,1,0,10,0,3,7,7,1,7,2.8,Medium,False,,
RM1467,39,36-45,False,Travel_Rarely,Research & Development,6,1,Medical,4,Male,2,3,Healthcare Representative,1,Married,9991,5k-10k,4,False,15,3,1,1,9,5,3,7,7,1,7,2.2,Medium,False,,
RM1305,40,36-45,False,Travel_Rarely,Research & Development,12,3,Life Sciences,2,Female,3,2,Healthcare Representative,1,Divorced,4448,Upto 5k,2,False,12,3,2,1,15,3,3,7,4,7,7,2.0,Low,False,,
RM1035,45,36-45,False,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,10851,10k-15k,2,True,18,3,2,1,24,2,3,7,7,0,7,2.0,Low,False,,
RM317,49,46-55,False,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,13964,10k-15k,7,True,12,3,4,0,25,2,3,7,1,0,7,3.2,High,False,,
RM190,51,46-55,False,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,Single,13734,10k-15k,3,False,18,3,3,0,21,6,3,7,7,1,0,3.0,Medium,False,,
RM454,26,26-35,True,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,3,1,Human Resources,3,Divorced,2741,Upto 5k,0,True,11,3,2,1,8,2,2,7,7,1,0,2.2,Medium,False,,
RM827,38,36-45,False,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,Upto 5k,1,False,13,3,4,1,7,2,4,7,6,5,0,3.5,High,False,,
RM944,46,46-55,False,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,Upto 5k,6,False,12,3,3,0,10,3,4,7,6,5,7,3.0,Medium,False,,
RM797,25,18-25,True,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,3691,Upto 5k,1,True,15,3,2,1,7,3,4,7,7,5,6,3.5,High,False,,
RM1005,26,26-35,False,Travel_Rarely,Research & Development,7,3,Other,3,Male,4,1,Laboratory Technician,1,Single,3578,Upto 5k,0,False,12,3,4,0,8,2,3,7,7,0,7,2.8,Medium,False,,
RM1207,26,26-35,False,Non-Travel,Research & Development,7,3,Medical,4,Male,3,1,Laboratory Technician,4,Single,2570,Upto 5k,1,False,20,4,3,0,7,5,3,7,7,5,7,3.5,High,False,,
RM1362,26,26-35,False,Travel_Frequently,Research & Development,6,3,Other,3,Male,4,1,Laboratory Technician,4,Married,2544,Upto 5k,0,False,18,3,1,1,8,3,3,7,7,7,7,2.8,Medium,False,,
RM1387,26,26-35,False,Travel_Rarely,Research & Development,1,3,Medical,3,Male,3,1,Laboratory Technician,1,Single,2867,Upto 5k,0,False,13,3,4,0,8,6,2,7,7,7,6,2.5,Medium,False,,
RM1150,27,26-35,False,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,1,Laboratory Technician,1,Divorced,4066,Upto 5k,1,False,11,3,1,2,7,3,3,7,7,0,7,2.2,Medium,False,,
RM337,29,26-35,True,Travel_Rarely,Research & Development,8,4,Other,2,Male,1,1,Laboratory Technician,1,Married,2119,Upto 5k,1,True,11,3,4,0,7,4,2,7,7,0,7,2.2,Medium,False,,
RM933,29,26-35,True,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3339,Upto 5k,3,True,13,3,1,2,10,2,3,7,7,7,7,2.2,Medium,False,,
RM059,31,26-35,False,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Male,3,2,Laboratory Technician,4,Divorced,5915,5k-10k,3,False,22,4,4,1,10,3,2,7,7,1,7,3.5,High,False,,
RM006,32,26-35,False,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Single,3068,Upto 5k,0,False,13,3,3,0,8,2,2,7,7,3,6,3.2,High,False,,
